,calificaciones,fechas,reseñas,autor
963,5 de 5. Excelente,24 de oct de 2017,Very comfortable bed. - Not hard as is usually a problem for me. No bad smell or traffic noise in my room on fourth floor. Close to shopping and several museums. Daytime feel secure and no need for taxi if you only have a couple of days and never visited Mexico city before. It was actually only 19 minutes with taxi to airport at 7 a.m. on a monday morning. And I agreed to pay 150 pesos with taxi on the street next to hotel. One of the more beautiful and spacious room and hotel I stayed in. I would however have appreciated a gym with more weights and equipment since there is no pool which can not be expected in centre of Mexico City. I would really have appreciated if they installed a sauna. Then I would definitely not consider other hotel on later occasion.,Glen
964,5 de 5. Excelente,21 de oct de 2017,"the hotel personal are fantastic, friendly. it in good location.","Mauricio, los Angeles"
965,5 de 5. Excelente,20 de oct de 2017,"It was a awesome!! The location is perpect. All hotel staff are very kind, well-mannered, English well. The room is quite good, clean, commodious. The bed is comfort, clean... If I visit to CDMX, I must stay this hotel again.","Kim, Seoul"
966,5 de 5. Excelente,17 de oct de 2017,"I made the best memories with this hotel for my 10th wedding anniversary. Initially i stayed this hotel from 12th to 14th October and had to move to other hotel for another two nights. Because the hotel was not available on 14th night. but another hotel was too small and it was not match with the photos on the website. So I decided to come back to The Gran Hotel for the night 15th even though we could not get the money back. It was more than five star experience and the hotel staffs were extremely helpful, kind and friendly. I will definitely come to this hotel.",Cliente verificado
967,4 de 5. Bueno,16 de oct de 2017,"Really nice hotel, friendly staff and clean bedrooms.","Mark, San Francisco, Ca"
968,5 de 5. Excelente,16 de oct de 2017,"потрясающий по красоте, удобству и обслуживанию!!!!!!!!!!!!!! расположен в самом центре Мехико сити!!!",igor
969,5 de 5. Excelente,15 de oct de 2017,5 star hotel with 5 star service! It was one of my best experience ever and it was perfect choice for my 10th wedding anniversary.,Cliente verificado
970,5 de 5. Excelente,14 de oct de 2017,"Our stay was enjoyable and excellent from the first moment to the time we leave. If you are a tourist to visit Mexico City, you should really consider to stay in this hotel, one of the most beautiful hotels in the world, and it represents Mexico's culture and history. Convenient to many attractions, and extremely safe are to stay. Hotel staff are professional and the room are very clear and comfortable.","Peter, Ohio"
971,3 de 5. Aceptable,12 de oct de 2017,ソカロ横が仇になり、日中はストリートミュージシャンがホテルの横を毎日占領し、うるさくて休めない。 他の部屋が水道を出すと、排水管の鉄同士のぶつかる音が酷くてねれない。 ホテルの従業員と施設は最高だけに、残念。,"ABC, JAPAN"
972,4 de 5. Bueno,11 de oct de 2017,This Hotel is really beautiful. It’s also old. So don’t expect a five star hotel standard as you will find it nowadays. The architecture is amazing. The staff is very friendly and helpful.,"Ina, Potsdam, Germany"
973,5 de 5. Excelente,10 de oct de 2017,Sin reseña,JIAN
974,5 de 5. Excelente,2 de oct de 2017,"Excellent hotel. All staff, happy and professional. Made to feel very welcome. Felt safe and secure.","melissa, sydney Australia."
975,5 de 5. Excelente,1 de oct de 2017,Exceeded all expectations. Friendly and helpful staff and the hotel was beautiful. Very convienently located as well. Would definitely return to this hotel. Would also recommend to anyone staying the night in mexico city.,Cliente verificado
976,5 de 5. Excelente,30 de sep de 2017,Beautiful hotel and excellent quality.,Elaine
977,5 de 5. Excelente,28 de sep de 2017,This hotel was beautiful. They had excellent staff and was close to lots of things to see in Mexico City. The food in the hotel restaurants was great. Will stay there again.,"Larry, South Carolina"
978,5 de 5. Excelente,25 de sep de 2017,"We were blown away by our room. It was perfect, and the view of the Zocalo was amazing. It was also a quiet room, which at certain times of the year would make a big difference. My only teeny tiny complaint was that the meals in the restaurant were buffets - for dinner and for breakfast. Not being a buffet fan, we didn't eat there. But would have loved to because of the views and service.",Alexandra
979,5 de 5. Excelente,24 de sep de 2017,It was amazing stay,Chirag
980,4 de 5. Bueno,15 de sep de 2017,"Hotel looked good, location great, staff great, just one issue, roach in toilet área","lorenzo, los angeles"
981,5 de 5. Excelente,15 de sep de 2017,staff very friendly and professional love the atmosphere great beds,"marilu , mexico"
982,5 de 5. Excelente,13 de sep de 2017,The Gran Hotel Ciudad de Mexico is one of the most beautiful buildings in Mexico City. The rooms are very nice and the view is great. It is located right in front of the Mexican National Palace. The only down side I think could be the food but it is ok.,"Gerardo, Mexico City"
983,5 de 5. Excelente,10 de sep de 2017,Sin reseña,CONRADO
984,5 de 5. Excelente,9 de sep de 2017,The people are just the best Super friendly The restaurant is the best,"antonio, DemverCo"
985,5 de 5. Excelente,6 de sep de 2017,This hotel lived up to its reputation. It was a great experience staying here and the staff was the best at every possible moment. We enjoyed ourselves so much that we stayed an extra night and were able to enjoy the wonderful pianist in the lobby in the evening. A true gem in the heart of Mexico City.,"Ruben, California"
986,5 de 5. Excelente,4 de sep de 2017,"My last day in CDMX and I wanted to check out Centro Historico and this hotel was perfect! The location was amazing, steps away from all of the historic sites incl the cathedral, plaza mayor, zocalo etc. The hotel was awesome, beautiful and very comfy. Great view from my room into the Square, a welcome plate of sweets and champagne was really nice and all the porters were super helpful and charming. Definitely recommend this place!",Lena
987,5 de 5. Excelente,4 de sep de 2017,Superbe Hôtel,miodrag
988,5 de 5. Excelente,3 de sep de 2017,Gran is located in the center of Mexico City across from the zocalo and close to good restaurants and shopping. The staff was so helpful with taxis and restaurant recommendations. We will definitely stay in the Gran when we visit Mexico City.,Cliente verificado
989,5 de 5. Excelente,3 de sep de 2017,"Convenient location on the zocalo, next to the Cathedral and major attractions. The hotel has driver service which is great. We have used this service several times on different stays at the Gran and have had the same driver each time. Hector is friendly, knowledgeable and a great driver. I highly recommend Hector, either for airport pick-up or to take you locally/around the country to points of interest.","Barry, Atlanta"
990,4 de 5. Bueno,15 de sep de 2017,"Hotel looked good, location great, staff great, just one issue, roach in toilet área","lorenzo, los angeles"
991,5 de 5. Excelente,15 de sep de 2017,staff very friendly and professional love the atmosphere great beds,"marilu , mexico"
992,5 de 5. Excelente,13 de sep de 2017,The Gran Hotel Ciudad de Mexico is one of the most beautiful buildings in Mexico City. The rooms are very nice and the view is great. It is located right in front of the Mexican National Palace. The only down side I think could be the food but it is ok.,"Gerardo, Mexico City"
993,5 de 5. Excelente,10 de sep de 2017,Sin reseña,CONRADO
994,5 de 5. Excelente,9 de sep de 2017,The people are just the best Super friendly The restaurant is the best,"antonio, DemverCo"
995,5 de 5. Excelente,6 de sep de 2017,This hotel lived up to its reputation. It was a great experience staying here and the staff was the best at every possible moment. We enjoyed ourselves so much that we stayed an extra night and were able to enjoy the wonderful pianist in the lobby in the evening. A true gem in the heart of Mexico City.,"Ruben, California"
996,5 de 5. Excelente,4 de sep de 2017,"My last day in CDMX and I wanted to check out Centro Historico and this hotel was perfect! The location was amazing, steps away from all of the historic sites incl the cathedral, plaza mayor, zocalo etc. The hotel was awesome, beautiful and very comfy. Great view from my room into the Square, a welcome plate of sweets and champagne was really nice and all the porters were super helpful and charming. Definitely recommend this place!",Lena
997,5 de 5. Excelente,4 de sep de 2017,Superbe Hôtel,miodrag
998,5 de 5. Excelente,3 de sep de 2017,Gran is located in the center of Mexico City across from the zocalo and close to good restaurants and shopping. The staff was so helpful with taxis and restaurant recommendations. We will definitely stay in the Gran when we visit Mexico City.,Cliente verificado
999,5 de 5. Excelente,3 de sep de 2017,"Convenient location on the zocalo, next to the Cathedral and major attractions. The hotel has driver service which is great. We have used this service several times on different stays at the Gran and have had the same driver each time. Hector is friendly, knowledgeable and a great driver. I highly recommend Hector, either for airport pick-up or to take you locally/around the country to points of interest.","Barry, Atlanta"
